pos,bib,name,team,category,rank,nationality,time,timediff,Col de Voza,Les Contamines,La Balme,Refuge Croix du Bonhomme,Les Chapieux CCAS,Col de la Seigne,Refuge Elisabetta,Arête Mont-Favre,Col Chécrouit - Maison Vieille,Courmayeur - Dolonne,Refuge Bertone,Refuge Bonatti,Arnuva,Grand Col Ferret,La Peulaz,La Fouly,Praz de Fort,Champex Lac,Bovine,Trient,Les Tseppes,Vallorcine,Argentière,Chamonix - Arrivée,col de voza_pos,les contamines_pos,la balme_pos,refuge croix du bonhomme_pos,les chapieux ccas_pos,col de la seigne_pos,refuge elisabetta_pos,arête mont-favre_pos,col chécrouit - maison vieille_pos,courmayeur - dolonne_pos,refuge bertone_pos,refuge bonatti_pos,arnuva_pos,grand col ferret_pos,la peulaz_pos,la fouly_pos,praz de fort_pos,champex lac_pos,bovine_pos,trient_pos,les tseppes_pos,vallorcine_pos,argentière_pos,chamonix - arrivée_pos
1172,1990,ROUAULT Thierry, ,V1 H,1173, , , ,3065,2612,3724,5142,6097,8668,9727,11526,12435,40520,15849,16552,17787,20236,,21711,23001,23897,26627,28574,,,,,1145,964,639,630,1743,931,527,769,1784,1319,1203,1547,754,642,-1,756,1083,1018,843,1110,-1,-1,-1,-1
1173,74,DUPENLOUP Pascal, ,SE H,1174, , , ,2587,1882,2901,3660,4387,6564,6927,8627,8998,37390,12036,12843,13923,17556,,19325,20193,20577,25358,28925,,,,,764,1283,2335,491,342,437,1096,821,1512,1542,1134,761,792,948,-1,1553,949,929,1131,1100,-1,-1,-1,-1
1174,86,GAYMAY jacques, ,V2 H,1175, , , ,2995,2665,3898,5362,6395,8901,9687,11582,12263,40136,14405,15440,16468,19267,,20092,21385,22892,26771,28981,,,,,1138,955,483,179,937,767,770,1722,773,864,798,1310,1204,832,-1,1118,855,1324,1098,1113,-1,-1,-1,-1
1175,1551,ILG Jürgen, ,V1 H,1176, , , ,4000,4591,5840,6855,8040,10134,11088,12364,13417,42243,15804,16235,16814,17665,,19634,21572,22725,25711,29101,,,,,1507,1380,622,442,1786,1317,771,1396,772,763,988,668,1102,658,-1,950,971,928,943,1118,-1,-1,-1,-1
1176,141,LUGON Patrick, ,V1 H,1177, , , ,3413,4205,5480,6972,8333,10592,11363,12932,13695,42870,17070,18068,19002,20319,,21999,23927,25087,27802,29846,,,,,428,1408,1523,173,585,597,1164,287,946,586,1546,1758,472,1561,-1,1554,1074,925,979,1099,-1,-1,-1,-1
1177,3356,SCHINDLER Carmen, ,SE F,1178, , , ,3812,4384,5991,7278,8566,10747,11480,12717,13207,41246,14610,16713,17601,18935,,21095,23205,24348,27554,29873,,,,,765,1123,471,436,1550,682,1419,625,1505,822,1754,582,1559,1550,-1,974,1008,1099,1081,1066,-1,-1,-1,-1
1178,2290,MENU Vincent, ,V1 H,1179, , , ,2847,2634,3316,4122,5067,6671,7241,8744,9542,38014,12269,12833,13629,14705,,16471,18023,19979,26428,30548,,,,,1740,1763,1017,249,2000,1458,604,778,467,476,989,584,1312,1553,-1,1555,666,1002,1111,1112,-1,-1,-1,-1
1179,892,CLARASSO Jean-Jacques, ,V1 H,1180, , , ,2853,2735,3849,4980,5902,8675,9094,10584,11311,39540,15029,15707,16501,18767,,20715,23128,24317,28618,30732,,,,,1169,1560,1538,195,2013,1376,1159,770,479,1287,711,889,1747,938,-1,993,915,1145,1130,1114,-1,-1,-1,-1
1180,1857,HYVERNAUD Frédéric, ,SE H,1181, , , ,2505,1731,3407,3995,4638,6770,7268,8314,9075,37374,13615,14279,15105,16347,,18459,20676,22069,26887,31466,,,,,2035,1303,600,515,1783,1529,903,1685,1760,720,709,503,1551,724,-1,1325,965,916,935,1058,-1,-1,-1,-1
1181,142,BONDAZ Philippe, ,V1 H,1182, , , ,3252,3494,5675,7105,8003,10530,11260,12558,13053,41145,15464,16580,17640,19586,,21900,24078,25174,29588,31736,,,,,782,225,762,158,1752,462,1908,1293,681,665,897,937,778,1540,-1,1556,964,875,1060,1053,-1,-1,-1,-1
1182,1389,COURBON Patrick, ,V1 H,1183, , , ,4038,4635,6488,,9342,12425,13144,14674,15104,42864,18432,19211,20031,21531,,22460,23728,24698,28122,32869,,,,,2334,657,2003,-1,1989,1289,1316,771,988,1755,898,603,604,1558,-1,1134,876,1107,1056,1052,-1,-1,-1,-1
1183,3007,DUMOULIN Frederic, ,V1 H,1184, , , ,3640,3723,4813,6130,7069,9608,10291,11538,12162,40367,15118,16283,17474,18960,,20042,22128,23304,27846,33045,,,,,2423,1210,2047,535,1382,1302,500,822,1527,1754,753,1535,630,1559,-1,822,1253,947,1057,1135,-1,-1,-1,-1
1184,389,LANDIER Yannick, ,V1 H,1185, , , ,3017,2954,4375,5616,6602,8728,9498,10824,11521,39776,15532,16793,17778,20216,,22006,23700,24659,,33127,,,,,923,2336,448,466,2095,1520,695,733,732,489,727,758,827,917,-1,717,1006,1096,-1,998,-1,-1,-1,-1
1185,98,HOREAU Pierre, ,SE H,1186, , , ,2573,1928,2830,3961,5166,7180,7663,8773,9842,38048,12429,13693,15294,17901,,20381,22533,24030,28522,33195,,,,,805,836,1354,538,1296,614,406,1764,738,685,1307,767,682,1696,-1,938,920,740,1091,1104,-1,-1,-1,-1
1186,904,RAILLERE Patrick, ,V1 H,1187, , , ,3320,3327,4571,5647,6530,8631,9307,10687,11456,39430,13182,14250,15409,17925,,20899,23513,24830,28983,33232,,,,,740,1202,1780,289,487,431,641,1733,692,686,1146,562,937,1562,-1,937,908,870,977,1027,-1,-1,-1,-1
1187,2961,STRICOT Denis, ,V1 H,1188, , , ,3473,2942,4318,5594,6411,8587,9476,11330,12188,40490,14718,16243,17666,19352,,22035,23884,25102,29055,33235,,,,,2118,1982,418,603,418,1490,642,527,1309,1982,949,1120,773,1583,-1,1018,1037,1047,1019,1090,-1,-1,-1,-1
1188,976,VALLEE Albert, ,V1 H,1189, , , ,2104,1567,2415,3653,4615,6779,8511,10986,12751,43103,18196,18146,18766,20685,,23005,25507,27065,31343,33721,,,,,540,1269,687,525,2337,2001,1671,978,668,737,752,1119,774,1584,-1,981,1038,896,1011,1151,-1,-1,-1,-1
1189,1386,SUTTER Eric, ,SE H,1190, , , ,2293,1615,2572,4165,5043,7785,8584,10226,10903,39072,13265,13565,14104,16419,,19622,21287,22645,28973,34367,,,,,2240,933,2345,428,473,639,462,1975,1409,404,1753,982,645,951,-1,755,1317,932,1080,1136,-1,-1,-1,-1
1190,1224,POURU Laurent, ,V1 H,1191, , , ,3330,3650,5278,6903,7854,10165,10914,12285,12945,41116,16122,17206,18150,19811,,21704,23405,24473,30398,34693,,,,,2178,435,554,121,508,1985,1473,1970,1747,1377,682,1121,758,989,-1,1119,847,977,1010,1074,-1,-1,-1,-1
1191,1266,NEBOIT Christian, ,V1 H,1192, , , ,3333,3649,5145,6386,7464,9956,10610,11924,12650,41070,14043,15534,16551,18104,,20377,22207,23662,27981,34863,,,,,250,2017,1532,440,1064,1489,1270,443,2000,713,1527,728,641,683,-1,1146,1005,1128,1194,1075,-1,-1,-1,-1
1192,1888,BRULLEFERT Christophe, ,SE H,1193, , , ,2699,2615,3729,5234,6251,9194,10158,11963,12943,41301,15816,16581,17112,18243,,19611,21593,23080,28103,35910,,,,,971,436,456,301,1538,2229,1472,635,691,1541,993,810,1748,758,-1,699,1009,852,1044,1115,-1,-1,-1,-1
1193,145,CARNIATO Renato, ,V2 H,1194, , , ,4358,4864,6913,,9570,12636,13222,15329,16367,44682,18850,19815,20954,22940,,26725,28283,29363,33300,37026,,,,,478,1986,902,-1,1128,524,1291,1971,690,820,1082,1205,1749,1554,-1,1068,1012,958,1115,997,-1,-1,-1,-1
1194,2296,CHRISTOS VOULGARIDIS, ,SE H,1195, , , ,3257,4001,5923,7027,8404,12081,13098,14707,15538,44008,18627,20831,22410,24842,,26875,28257,28877,31548,37544,,,,,1274,374,1983,241,505,1737,803,1285,688,1523,1207,846,1750,843,-1,848,1096,965,1063,1123,-1,-1,-1,-1
1195,3029,AUDES Eric, ,V1 H,1196, , , ,3060,3048,4282,5698,6472,9113,9749,11280,12073,40292,16633,17749,18947,21027,,23180,25314,26568,33794,37597,,,,,666,1207,888,103,881,825,702,1595,1545,761,668,645,1751,1557,-1,847,1041,999,1054,1087,-1,-1,-1,-1
1196,1677,MARTIN Daniel, ,SE H,1197, , , ,2635,2211,3697,4888,5473,7712,8154,9509,11042,39068,14125,15547,16547,18994,,23461,25673,26467,33267,37751,,,,,1583,1375,2241,462,367,1991,1271,1455,455,431,770,1082,1301,844,-1,1315,1040,864,1009,1122,-1,-1,-1,-1
1197,3062,GRIMANI Alain, ,SE H,1198, , , ,3946,4316,6014,,9205,12114,13055,14226,14889,43351,17129,18607,20378,21886,,24488,27400,28836,34805,39058,,,,,830,1759,1745,-1,805,1012,535,803,1989,821,777,827,866,939,-1,905,879,815,1071,1142,-1,-1,-1,-1
1198,1108,WALTERS Michael, ,V1 H,1199, , , ,3410,3710,4812,5749,6702,8939,9894,11629,12703,41100,16995,17627,19088,21330,,25105,27707,29050,34358,39543,,,,,1586,234,436,204,1518,519,531,981,915,731,754,1749,867,1028,-1,914,670,1089,1121,1089,-1,-1,-1,-1
1199,1410,MAINIX Christian, ,V3 H,1200, , , ,3749,4266,5931,,9725,13000,13998,16164,17022,46003,20268,21505,22743,25039,,27241,29915,32561,37264,43321,,,,,1589,340,437,-1,534,1537,1001,1492,1546,658,774,792,790,1032,-1,1027,1085,1066,1039,1054,-1,-1,-1,-1
1200,3169,ESTEBAN ESCRIBANO Mario, ,SE H,1201, , , ,3858,3712,5206,6070,6953,9933,10616,12142,12832,41446,19951,21588,24188,27478,,29867,32431,33356,42032,45621,,,,,2147,2016,505,200,2338,824,591,796,689,1313,775,1111,528,1041,-1,1032,880,921,1116,1049,-1,-1,-1,-1
1201,368,TESTEIL Hervé, ,SE H,1202, , , ,3458,3809,5836,,8416,11847,12338,13782,14159,42419,19594,20369,21811,23660,,26456,28120,28992,40128,46662,,,,,2001,337,1979,-1,1062,518,573,1013,875,1098,1532,789,1305,1035,-1,1035,1016,1065,1099,1030,-1,-1,-1,-1
1202,3177,DUJARDIN franck, ,SE H,1203, , , ,4680,5567,7696,,11381,13682,14058,14837,15196,43875,18711,22579,24610,27421,,29638,33195,35524,44488,48947,,,,,2008,347,1202,-1,424,929,413,1303,715,642,654,1314,1752,742,-1,1557,883,974,1085,1048,-1,-1,-1,-1
1203,1734,LAMARQUE Patrick, ,V1 H,1204, , , ,3730,5052,7108,,11478,14537,,17587,18865,47835,24988,27112,30239,31700,,35118,38439,40680,48577,53073,,,,,964,1750,1512,-1,828,622,-1,1612,825,1983,1081,790,762,994,-1,930,967,1139,1119,1088,-1,-1,-1,-1
1204,3100,LIPPERT Pierrette, ,V2 F,1205, , , ,4563,6979,9281,,14187,18377,19719,21881,23057,52233,28233,30665,32487,35476,,39852,43026,45929,54854,59173,,,,,651,1468,1537,-1,888,2230,1686,306,806,780,603,1109,761,1102,-1,820,1088,1003,1035,1210,-1,-1,-1,-1
1205,1665,PASA Alessio, ,V2 H,1206, , , ,3610,5196,8324,,13023,17498,18986,21282,23294,52483,28398,31143,33154,36380,,41243,46851,50197,58344,64144,,,,,1403,1132,1761,-1,1693,1980,715,1972,813,1097,1322,1303,812,680,-1,1082,1257,1079,1195,1140,-1,-1,-1,-1
1206,1933,GAUTIER Laurent, ,SE H,1207, , , ,4273,5499,7316,,10892,14294,15497,17257,18465,47562,25285,27603,29460,31246,,35678,40694,44182,58143,65418,,,,,270,2010,1325,-1,594,1498,610,1077,1705,1984,703,1017,813,1313,-1,873,927,1076,1034,1138,-1,-1,-1,-1
1207,2855,BAIS-LE-ROUX Anne-Marie, ,V1 F,1208, , , ,2889,2767,4635,,8867,13679,15336,16981,17325,45321,20269,21864,24119,26399,,30052,33226,35902,54600,67439,,,,,1291,2483,1294,-1,421,1763,1323,667,1291,1531,1100,990,586,1699,-1,1558,1256,1325,1040,1137,-1,-1,-1,-1
1208,639,FURST Nicolas, ,SE H,1209, , , ,3339,3521,6030,,9088,13356,14872,16857,17973,47421,25302,27338,30312,33627,,39096,46871,50085,61380,67767,,,,,1782,1014,1295,-1,191,1523,867,877,1986,1780,1544,989,1581,967,-1,1559,948,1326,1012,1117,-1,-1,-1,-1
1209,1945,KWAKKENBOS Paul, ,V1 H,1210, , , ,4376,5769,8875,,12494,17307,18711,20410,22168,52028,28551,30534,32478,34614,,39497,48640,52942,60993,68284,,,,,1798,2484,1083,-1,448,1764,1278,1094,1984,648,1579,682,1580,968,-1,1560,900,942,1030,1134,-1,-1,-1,-1
1210,2214,RAFAEL ENRIQUE MOLINA ANGULO, ,SE H,1211, , , ,4042,5210,8200,,13429,18166,19396,22688,23908,54036,33053,36025,,43407,,48770,53098,56994,64119,69884,,,,,2023,474,1507,-1,1780,1894,804,637,661,984,1580,528,-1,969,-1,1561,995,943,1117,1146,-1,-1,-1,-1
1211,1700,BERNARD didier, ,V1 H,1212, , , ,3053,3844,6073,,8906,12080,12969,13987,14698,42898,17827,18339,19225,19840,,20588,22082,22245,24966,,,,,,948,415,352,-1,1507,595,900,810,741,689,795,1753,1578,1556,-1,748,923,871,1031,-1,-1,-1,-1,-1
1212,1898,MORILHAT Sebastien, ,SE H,1213, , , ,4789,6876,9660,,14123,18467,19333,22138,23340,52923,31126,34443,36736,39398,,43820,48405,51763,59333,,,,,,386,503,1382,-1,1532,444,485,1966,898,585,669,1757,946,1315,-1,1320,1255,949,1118,-1,-1,-1,-1,-1
1213,2181,GSTALDER eric, ,SE H,1214, , , ,4091,5186,7779,,12215,17609,19194,22393,23917,52907,,,,,,,,,60369,,,,,,304,985,1377,-1,1527,1140,1678,1536,1703,769,-1,-1,-1,-1,-1,-1,-1,-1,1096,-1,-1,-1,-1,-1
1214,1283,SANCHEZ Jean Claude, ,V1 H,1215, , , ,3983,5984,9103,,14855,20227,21319,24490,25689,54620,32586,35860,38108,42399,,46625,51152,54129,65206,,,,,,1646,922,992,-1,1978,1056,538,715,798,770,1041,950,846,912,-1,997,1260,1116,1037,-1,-1,-1,-1,-1
1215,2709,ROUX Patrick, ,V2 H,1216, , , ,5672,8883,11835,,18095,22453,24073,26778,28059,57764,35081,38994,41385,45826,,49996,54892,57226,66025,,,,,,620,789,824,-1,1983,1770,542,660,1535,692,1017,1755,881,1384,-1,749,898,1073,1094,-1,-1,-1,-1,-1
1216,2908,KAHN Sebastien, ,SE H,1217, , , ,5150,7097,9606,,16279,21523,22575,,27117,55749,33368,37691,40475,44752,,49813,,57142,66779,,,,,,353,1319,1752,-1,419,821,496,-1,716,1515,728,847,832,1314,-1,750,-1,1092,1036,-1,-1,-1,-1,-1
1217,2558,MARTIN Yves, ,V2 H,1218, , , ,4658,6666,9837,,16334,21874,23393,26394,27925,57079,34937,38278,40855,45052,,50328,56178,59274,68515,,,,,,935,786,1213,-1,1390,1730,658,689,1758,1985,1407,1562,834,1069,-1,785,824,1148,1196,-1,-1,-1,-1,-1
1218,4,GUILLON Antoine, ,SE H,1219, , , ,2236,1150,1643,2005,2148,3349,3299,4151,4285,31933,4964,5358,5637,6462,,6919,7694,8293,,,,,,,1850,787,1097,597,1381,1461,644,690,1147,625,631,1147,1753,1101,-1,679,1010,1213,-1,-1,-1,-1,-1,-1
1219,2596,CAREDDA Stephane, ,SE H,1220, , , ,1701,705,834,680,1132,1695,1940,2172,2702,30927,4574,5242,6106,7392,,8949,10540,11805,,,,,,,2261,619,1390,598,1135,2232,1462,687,407,1405,586,1540,1539,763,-1,1562,1011,1087,-1,-1,-1,-1,-1,-1
1220,41,WATTS Stephen, ,V1 H,1221, , , ,2386,1549,2066,2593,3007,4217,4288,5037,5480,120,6605,7027,7488,8457,,9510,12063,13659,,,,,,,1754,447,1062,456,1635,464,1387,479,611,877,846,1751,951,700,-1,989,875,1088,-1,-1,-1,-1,-1,-1
1221,1793,REMY Germain, ,SE H,1222, , , ,4819,7364,10376,,15169,21239,22697,25612,27246,56796,34276,37944,40335,43001,,47104,53555,15526,,,,,,,400,1778,1126,-1,990,550,516,1533,867,646,582,1101,780,1580,-1,1563,867,1327,-1,-1,-1,-1,-1,-1
1222,3347,VILLIERS Jim, ,SE H,1223, , , ,2729,2183,3178,4111,4672,6337,6663,7918,8378,36300,11017,11388,12478,13496,,13787,15486,16149,,,,,,,1525,1633,1987,209,1295,624,1288,688,638,914,558,796,1306,1066,-1,832,1059,885,-1,-1,-1,-1,-1,-1
1223,2359,ROWELL Sarah, ,V1 F,1224, , , ,2428,1788,2659,3338,4091,5738,6197,7049,7633,35851,9733,10329,10902,12549,,13985,15314,17184,,,,,,,883,345,377,273,614,1381,1673,731,1753,491,1016,1392,819,874,-1,1564,870,1157,-1,-1,-1,-1,-1,-1
1224,2320,CHOUET Bertrand, ,SE H,1225, , , ,2358,1795,2668,3247,4118,5293,5662,6617,7102,35160,8719,9024,9479,10804,,11867,14408,18765,,,,,,,1091,1753,1750,231,1294,634,1334,737,1080,635,1311,724,847,990,-1,860,1254,1098,-1,-1,-1,-1,-1,-1
1225,2062,DAVISON Karen, ,SE F,1226, , , ,3223,2911,3558,4134,5006,6639,7128,8141,8863,37387,11333,11765,12148,13386,,14831,16496,18927,,,,,,,1120,1028,422,226,1610,632,1476,680,1805,633,1775,693,683,1534,-1,988,998,962,-1,-1,-1,-1,-1,-1
1226,3158,PREISIG Joachim, ,V1 H,1227, , , ,3096,2937,3560,,6030,8296,8874,10187,10965,39197,13540,14275,15106,16258,,18026,19190,20201,,,,,,,759,1012,1755,-1,461,976,767,1740,1549,1692,845,939,1754,970,-1,866,951,1328,-1,-1,-1,-1,-1,-1
1227,258,HAGENBACH Pascal, ,V1 H,1228, , , ,3095,2714,3382,4136,4782,6472,6967,7796,8504,36988,12042,12650,13532,14732,,16418,18674,20542,,,,,,,1999,1013,1748,295,1509,2231,1463,1522,636,1545,645,951,1556,1305,-1,949,1050,1329,-1,-1,-1,-1,-1,-1
1228,2637,PANIGADA Pierluigi, ,V1 H,1229, , , ,2512,1981,3096,3908,4545,6536,7030,8312,8961,36987,12883,13933,15055,16795,,18508,20745,22864,,,,,,,756,1141,613,402,1769,983,497,1141,492,608,584,1756,666,907,-1,865,703,1085,-1,-1,-1,-1,-1,-1
1229,2088,ELGART Marcel, ,SE H,1230, , , ,3078,2692,4251,6632,7564,9857,10271,11703,12346,40281,15284,15783,16358,17851,,19226,21026,23078,,,,,,,2426,2023,1551,444,809,1542,1262,1751,1519,1303,528,683,1528,1321,-1,1565,839,996,-1,-1,-1,-1,-1,-1
1230,327,BARBERET Marc, ,V2 H,1231, , , ,3283,3745,5466,7103,8101,10534,11178,12361,12924,41076,15813,16762,17491,19285,,20428,22185,23573,,,,,,,97,790,1605,637,1771,876,727,1752,880,815,1758,938,618,737,-1,742,1032,1330,-1,-1,-1,-1,-1,-1
1231,831,BECK Achim, ,V1 H,1232, , , ,2800,2387,3405,4408,5598,7483,8144,9325,10151,38753,14048,14929,15994,17321,,20052,22187,23627,,,,,,,345,1977,633,543,1519,412,926,488,588,1508,1762,1596,1557,1567,-1,1566,829,985,-1,-1,-1,-1,-1,-1
1232,1864,FARISSIER Guy, ,SE H,1233, , , ,2806,2402,3300,4366,5267,7008,7763,8998,9576,37713,12577,13512,14303,15656,,17770,20744,24252,,,,,,,758,1494,2341,539,967,1297,1750,1983,695,624,1745,859,1555,576,-1,1308,806,1050,-1,-1,-1,-1,-1,-1
1233,2842,VERHAEGHE Michel, ,SE H,1234, , , ,3023,3208,4039,4626,5621,7103,7656,8724,9473,37682,11247,14531,15000,18897,,22931,23705,24419,,,,,,,2421,499,1790,464,968,1956,1325,1963,1081,1519,826,618,633,743,-1,900,1318,926,-1,-1,-1,-1,-1,-1
1234,3256,VINDRIER Alain, ,V2 H,1235, , , ,3034,2550,3778,5279,5905,8140,8622,9722,10563,38543,12803,13205,13929,16067,,18350,21289,24517,,,,,,,1960,1497,1789,183,674,1751,1301,467,554,1986,888,1529,859,782,-1,901,1018,858,-1,-1,-1,-1,-1,-1
1235,3134,FOURNIER Marc, ,V2 H,1236, , , ,2796,2208,3440,4679,5207,7466,7942,9017,9701,38040,13674,14884,16070,19006,,21524,23683,25117,,,,,,,1729,1146,2381,218,673,432,848,1961,1100,1293,503,901,902,1065,-1,959,926,984,-1,-1,-1,-1,-1,-1
1236,3187,MORFIN Pascal, ,V1 H,1237, , , ,2786,2405,3658,4582,5324,7699,8586,10179,10819,38968,15858,17244,19137,20531,,22413,24154,25327,,,,,,,655,725,508,452,528,433,1326,1339,527,1743,1321,946,901,1040,-1,1567,1039,983,-1,-1,-1,-1,-1,-1
1237,2423,MATHEY Edgar, ,V2 H,1238, , , ,3751,4227,5769,,9587,12426,13205,14321,14896,,17099,18351,19261,21045,,22562,24589,26037,,,,,,,1655,1495,2352,-1,735,1692,997,2187,1988,-1,562,586,998,1387,-1,1314,1021,1043,-1,-1,-1,-1,-1,-1
1238,3263,MENANTEAU Laurent, ,V1 H,1239, , , ,3129,3072,4184,5045,6112,7693,8383,9395,10175,38704,13014,13047,13732,15875,,18182,22902,26130,,,,,,,2010,994,1989,388,1536,1693,631,1057,530,803,1389,819,1594,847,-1,795,848,1006,-1,-1,-1,-1,-1,-1
1239,387,GLOOR Thomas, ,SE H,1240, , , ,3400,3697,5399,6911,8207,10840,11729,12987,13757,42284,18537,19215,20093,21499,,23537,24845,26286,,,,,,,2219,905,1490,586,1155,968,629,1129,1099,1987,1522,1308,1755,1147,-1,936,818,856,-1,-1,-1,-1,-1,-1
1240,1851,PERRON Jean-Yves, ,V1 H,1241, , , ,2924,2664,4024,5294,6400,8325,8810,9931,10981,39724,15115,16280,17473,19159,,22126,25523,27309,,,,,,,2074,481,969,65,1027,1769,908,1375,783,1777,642,813,1697,1121,-1,1100,1319,1129,-1,-1,-1,-1,-1,-1
1241,1403,JUIN Daniel, ,V2 H,1242, , , ,2808,2408,3555,4718,5809,7781,8579,9937,10978,39726,15112,16271,17471,19162,,22117,,27312,,,,,,,1176,1498,967,237,1530,608,437,914,585,1509,791,812,944,1325,-1,642,-1,1007,-1,-1,-1,-1,-1,-1
1242,2263,RIVAL patrice, ,SE H,1243, , , ,2480,1958,3348,4425,5351,8439,9230,10800,11411,39323,16635,18914,19844,22426,,25069,26601,27430,,,,,,,1371,1741,424,433,992,760,630,1680,494,661,1537,1552,1110,1326,-1,807,1007,1134,-1,-1,-1,-1,-1,-1
1243,883,VUATTOUX Patrick, ,SE H,1244, , , ,2821,2963,4053,5262,6966,9226,10317,11500,12569,41295,15466,16229,17106,18560,,21814,24229,27514,,,,,,,2087,2335,968,636,2052,979,843,1681,1997,1988,1566,1766,1323,1119,-1,879,1080,841,-1,-1,-1,-1,-1,-1
1244,3023,SARAZIN Didier, ,V1 H,1245, , , ,3526,4096,5649,7108,8128,10468,11045,12372,13290,42061,18141,19271,20111,22284,,24289,26111,27582,,,,,,,1204,1059,828,254,629,728,1684,970,1016,828,1751,1763,788,1120,-1,877,1024,857,-1,-1,-1,-1,-1,-1
1245,832,HELLBERG Erik, ,SE H,1246, , , ,2390,1517,2113,3006,4047,7221,8094,10266,11730,40394,16870,17963,19216,21298,,23704,26120,27756,,,,,,,931,1387,925,188,902,734,388,1757,2029,830,1514,1764,1108,1124,-1,1098,1259,1062,-1,-1,-1,-1,-1,-1
1246,2139,NALIN Guillaume, ,SE H,1247, , , ,3465,3669,4732,5982,6826,10408,11290,12971,13805,42495,17951,18910,20272,22078,,24284,25960,27865,,,,,,,1994,1562,207,469,1490,1292,1466,872,916,994,1110,867,938,751,-1,790,1035,1051,-1,-1,-1,-1,-1,-1
1247,1856,BURQ Pascal, ,V1 H,1248, , , ,3402,3602,5702,7271,8076,11216,11989,14001,14792,42825,18191,19443,20395,22436,,24142,26400,28176,,,,,,,1013,2224,761,460,977,447,1286,1506,632,1526,1772,866,939,982,-1,1105,1152,1027,-1,-1,-1,-1,-1,-1
1248,206,GINETTI Bernard, ,V1 H,1249, , , ,2912,2675,4067,5096,6452,9015,10125,11566,12302,40381,16667,18478,19780,20967,,24377,26995,28824,,,,,,,374,1967,461,293,1514,582,1675,2186,1133,1502,1312,778,1101,750,-1,747,952,973,-1,-1,-1,-1,-1,-1
1249,1404,LALANNE-CASSOU Serge, ,V2 H,1250, , , ,3333,3797,4921,6792,8269,11098,12203,14064,15233,43662,17923,19851,22088,24240,,27236,29499,28848,,,,,,,560,2223,482,102,1298,971,530,1202,1060,304,1765,750,1118,1563,-1,1012,912,1020,-1,-1,-1,-1,-1,-1
1250,802,VERGNANO Giorgio, ,V1 H,1251, , , ,2485,1903,3629,5030,6468,10503,11102,13083,13755,42181,19180,20285,22268,24221,,26792,28578,29090,,,,,,,1373,370,1155,300,600,1736,902,1738,996,659,1757,751,1561,1010,-1,1310,1320,1152,-1,-1,-1,-1,-1,-1
1251,1053,VATINEL Christophe, ,V1 H,1252, , , ,2395,1964,3587,6169,6969,9173,9768,12060,12706,40579,16873,18044,19172,22711,,26624,28792,29299,,,,,,,1869,1499,2029,336,1628,730,543,714,1700,1063,724,1098,680,1564,-1,1313,872,1103,-1,-1,-1,-1,-1,-1
1252,2615,MONTAGNE Raymond, ,V1 H,1253, , , ,3842,4561,6802,,10013,13892,15134,17387,17993,47171,23292,23991,25173,26025,,26736,28818,29747,,,,,,,1866,454,2242,-1,1904,1386,664,398,645,1335,950,994,989,915,-1,1568,1046,1042,-1,-1,-1,-1,-1,-1
1253,1816,GUERNIOU BRUNO, ,V1 H,1254, , , ,2998,3330,4249,5114,6167,7260,7858,8630,9447,38063,14190,16138,17774,20768,,23672,27731,30169,,,,,,,524,421,2035,513,586,1742,1091,653,1701,1316,1752,1779,1146,808,-1,880,1075,940,-1,-1,-1,-1,-1,-1
1254,2029,PASCAL Gilles, ,V2 H,1255, , , ,2605,2213,3160,4354,6058,9087,10155,11752,13141,41913,17399,18563,19511,22603,,25794,28207,30483,,,,,,,1970,1496,1016,474,553,820,541,1977,972,695,750,1762,990,532,-1,1569,1091,872,-1,-1,-1,-1,-1,-1
1255,3041,DARMENDRAIL Xavier, ,SE H,1256, , , ,2833,2789,4579,5949,6828,10639,11657,13079,13897,41937,19917,21103,22266,24724,,27062,28857,30640,,,,,,,1693,579,777,160,1766,757,547,455,581,772,1097,1699,982,1571,-1,966,1031,893,-1,-1,-1,-1,-1,-1
1256,126,MONNIER SERGE, ,V1 H,1257, , , ,3382,3713,5080,6428,7833,10145,10856,12315,12903,40920,17078,18702,20317,22784,,25051,27455,30663,,,,,,,786,995,779,633,2241,776,580,973,1524,767,1108,834,1120,1565,-1,968,894,1331,-1,-1,-1,-1,-1,-1
1257,1908,CAPUTI Francesco Maria, ,V1 H,1258, , , ,3248,2830,4385,5838,6495,9110,9572,11493,12532,40325,16279,18396,21351,23694,,25386,28369,30741,,,,,,,576,923,546,265,443,1815,673,1967,1506,771,1763,832,724,1098,-1,967,893,845,-1,-1,-1,-1,-1,-1
1258,1200,DEVEY Jean Marc, ,V1 H,1259, , , ,3543,3606,5464,7022,7704,10635,10983,12798,13060,41287,15958,17707,19686,22419,,25031,27480,31078,,,,,,,1263,2344,1015,214,613,773,581,1785,791,883,843,788,1119,1011,-1,909,825,1332,-1,-1,-1,-1,-1,-1
1259,2252,ESTIENNE PHILIPPE, ,V1 H,1260, , , ,3093,3052,4281,5987,7133,10166,11013,12532,13724,42102,19915,21896,23537,25393,,28135,30384,31417,,,,,,,1997,2136,553,517,352,2213,1287,308,307,895,842,1561,1001,931,-1,908,976,1333,-1,-1,-1,-1,-1,-1
